,[W],[Ta],[Tr],[R],total_count,sequence_type,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,smiles
1919,10.0,6.0,4.0,10.0,30,random,2.0,2.0,0.0,2.3333333333333335,4,3,1,2,0,3,2,2,0,3,[W][W][W][R][W][R][Tr][W][R][Ta][Ta][R][Tr][Ta][Tr][R][R][W][W][R][W][W][Ta][R][W][R][Tr][Ta][Ta][R]
1920,12.0,6.0,4.0,10.0,32,random,2.0,0.0,0.0,2.3333333333333335,4,3,2,0,0,3,2,0,0,3,[Tr][W][R][Ta][R][W][W][W][R][Ta][W][R][W][W][Ta][W][Ta][Tr][R][W][Tr][W][Tr][R][R][W][W][Ta][R][R][Ta][R]
1921,12.0,6.0,4.0,10.0,32,random,2.0,2.0,0.0,2.0,4,2,1,1,0,1,2,2,0,2,[Tr][Ta][W][R][R][W][Ta][R][Tr][W][R][W][R][W][R][Tr][W][R][W][Ta][W][Tr][R][W][R][Ta][W][Ta][Ta][W][W][R]
1922,12.0,6.0,4.0,10.0,32,random,3.0,2.0,0.0,2.25,4,3,2,2,0,4,3,2,0,3,[W][R][R][R][Ta][Ta][Tr][W][W][R][R][R][Ta][Tr][W][W][R][Ta][R][W][W][Tr][W][R][W][Ta][Ta][W][W][W][R][Tr]
1923,12.0,6.0,4.0,10.0,32,random,2.5,2.0,0.0,5.0,4,5,2,2,0,1,3,2,0,5,[Ta][R][R][R][W][R][W][R][R][W][R][Ta][Ta][W][Tr][W][W][W][W][W][Tr][Ta][Ta][R][W][R][Tr][W][Tr][R][W][Ta]
1924,12.0,6.0,4.0,10.0,32,random,2.0,2.0,0.0,2.25,4,3,2,1,0,4,2,2,0,3,[R][W][W][W][Ta][W][W][Tr][R][Ta][R][W][R][R][Ta][W][R][W][R][W][W][Tr][R][R][Ta][Ta][Tr][R][W][W][Tr][Ta]
1925,4.0,8.0,4.0,10.0,26,random,2.0,2.5,0.0,2.0,4,3,2,2,0,1,2,3,0,2,[Ta][Tr][Ta][Tr][R][Ta][R][R][Tr][R][W][W][Ta][Ta][R][R][W][R][Tr][R][Ta][Ta][Ta][R][W][R]
1926,4.0,8.0,4.0,10.0,26,random,2.0,3.0,2.0,0.0,4,3,2,1,1,0,2,3,2,0,[W][R][Tr][Ta][R][R][Ta][R][Ta][R][Ta][R][Tr][R][W][Ta][Ta][Ta][R][R][Tr][Tr][W][R][W][Ta]
1927,4.0,8.0,4.0,10.0,26,random,2.0,2.0,0.0,2.0,4,2,3,1,0,2,2,2,0,2,[Ta][R][R][Ta][R][Ta][Ta][Tr][R][Ta][W][W][R][Ta][Tr][W][W][R][R][Ta][R][Ta][Tr][R][R][Tr]
1928,4.0,8.0,4.0,10.0,26,random,2.25,2.0,0.0,0.0,4,3,4,1,0,0,3,2,0,0,[Ta][R][R][R][Tr][Ta][W][Tr][Ta][R][R][Tr][Ta][R][R][Ta][Ta][W][Ta][Tr][W][R][W][Ta][R][R]
1929,4.0,8.0,4.0,10.0,26,random,3.0,2.5,0.0,2.0,4,3,1,2,0,1,3,3,0,2,[Ta][W][R][Tr][R][Ta][R][Ta][Ta][Ta][R][W][W][Ta][R][Tr][R][R][R][W][Tr][R][Tr][Ta][Ta][R]
1930,6.0,8.0,4.0,10.0,28,random,3.0,2.0,2.0,0.0,4,3,1,2,1,0,3,2,2,0,[R][Tr][W][Ta][R][W][R][W][Tr][W][R][Ta][R][Ta][Ta][R][Ta][W][R][R][R][W][Ta][Ta][Tr][Tr][Ta][R]
1931,6.0,8.0,4.0,10.0,28,random,2.5,2.5,3.0,2.0,4,3,2,2,1,1,3,3,3,2,[W][Tr][Tr][Tr][R][R][W][R][W][W][Ta][R][Ta][Tr][R][R][R][Ta][R][Ta][Ta][Ta][W][R][W][Ta][Ta][R]
1932,6.0,8.0,4.0,10.0,28,random,2.3333333333333335,2.0,0.0,0.0,4,3,3,1,0,0,3,2,0,0,[R][W][Ta][Ta][Tr][R][Ta][Tr][W][Ta][W][Ta][W][Tr][R][R][Ta][R][R][W][Ta][Tr][W][R][Ta][R][R][R]
1933,6.0,8.0,4.0,10.0,28,random,2.5,2.0,0.0,2.0,4,3,2,1,0,2,3,2,0,2,[Ta][Tr][R][Ta][R][Ta][R][R][W][W][Tr][W][W][Tr][R][Tr][R][Ta][R][R][R][Ta][W][Ta][R][Ta][Ta][W]
1934,6.0,8.0,4.0,10.0,28,random,2.6666666666666665,2.0,0.0,2.0,4,3,3,2,0,1,3,2,0,2,[Ta][W][R][R][Tr][Ta][R][R][R][W][Tr][R][R][R][W][W][R][Ta][R][W][Tr][Ta][W][Ta][Ta][Tr][Ta][Ta]
1935,8.0,8.0,4.0,10.0,30,random,2.5,4.0,0.0,2.5,4,4,2,1,0,2,3,4,0,3,[W][W][W][Ta][Ta][Ta][Ta][W][Ta][W][R][Tr][R][Ta][W][R][R][R][Tr][R][R][Ta][R][Tr][R][W][W][Tr][Ta][R]
1936,8.0,8.0,4.0,10.0,30,random,3.5,2.3333333333333335,0.0,3.0,4,5,2,3,0,2,5,3,0,4,[Tr][R][Tr][W][W][Ta][Ta][R][Ta][Tr][W][W][W][W][R][R][W][R][R][R][R][R][Ta][Ta][Ta][R][Ta][Ta][W][Tr]
1937,8.0,8.0,4.0,10.0,30,random,3.0,2.0,2.0,2.0,4,4,2,2,1,2,4,2,2,2,[Ta][R][Tr][R][R][Ta][Tr][Tr][W][W][R][Tr][W][Ta][W][R][Ta][Ta][W][W][Ta][R][R][R][R][W][Ta][Ta][W][R]
1938,8.0,8.0,4.0,10.0,30,random,3.0,3.0,0.0,2.0,4,3,1,1,0,1,3,3,0,2,[R][Ta][R][W][R][W][W][Tr][W][Ta][W][Ta][Tr][R][W][R][Tr][R][Ta][W][Tr][Ta][Ta][Ta][R][Ta][W][R][R][R]
1939,8.0,8.0,4.0,10.0,30,random,3.0,2.0,2.0,2.0,4,4,3,1,1,1,4,2,2,2,[Ta][W][Ta][W][Ta][W][Tr][Ta][W][W][Ta][Ta][W][Tr][R][R][R][R][W][R][R][Ta][R][R][R][W][R][Ta][Tr][Tr]
1940,10.0,8.0,4.0,10.0,32,random,2.0,2.0,0.0,2.0,4,2,3,1,0,4,2,2,0,2,[Ta][R][R][Ta][R][W][W][Ta][W][W][Tr][R][R][W][W][Ta][W][W][R][W][Ta][Ta][Tr][Ta][R][Tr][Ta][R][R][W][Tr][R]
1941,10.0,8.0,4.0,10.0,32,random,2.0,2.0,0.0,4.0,4,4,1,2,0,1,2,2,0,4,[Tr][R][Ta][Ta][W][R][Ta][R][R][Tr][R][Tr][Ta][R][Ta][R][W][Tr][W][Ta][Ta][R][W][R][W][R][W][Ta][W][W][W][W]
1942,10.0,8.0,4.0,10.0,32,random,2.0,2.0,0.0,2.0,4,2,2,2,0,3,2,2,0,2,[Tr][R][Ta][R][W][Tr][R][R][W][W][R][R][W][Ta][R][Ta][W][W][Ta][Tr][W][Tr][W][R][Ta][Ta][R][Ta][Ta][R][W][W]
1943,10.0,8.0,4.0,10.0,32,random,2.0,2.0,0.0,2.0,4,2,1,2,0,2,2,2,0,2,[R][W][R][R][W][Tr][W][Ta][Ta][R][Ta][W][R][Tr][Ta][R][W][W][R][Tr][R][Ta][Ta][W][W][R][Ta][Tr][W][Ta][W][R]
1944,10.0,8.0,4.0,10.0,32,random,2.0,2.0,0.0,2.0,4,2,1,1,0,2,2,2,0,2,[R][W][Tr][W][Ta][R][R][Tr][W][R][Ta][W][W][R][Tr][R][Ta][W][Ta][Ta][R][W][Ta][R][Ta][W][Ta][R][W][W][R][Tr]
1945,12.0,8.0,4.0,10.0,34,random,3.0,2.5,0.0,2.3333333333333335,4,3,1,2,0,3,3,3,0,3,[W][W][W][R][W][R][R][R][Ta][Ta][Tr][R][W][W][Tr][Ta][W][Ta][R][W][R][Ta][W][W][R][W][Tr][R][W][Ta][Ta][Ta][R][Tr]
1946,12.0,8.0,4.0,10.0,34,random,2.5,2.0,2.0,2.0,4,3,2,1,1,4,3,2,2,2,[Ta][W][W][R][Tr][W][Ta][R][Tr][Tr][W][R][R][R][Ta][W][W][Ta][R][W][R][Tr][R][R][Ta][Ta][W][W][Ta][W][W][R][Ta][W]
1947,12.0,8.0,4.0,10.0,34,random,2.3333333333333335,2.0,2.0,3.0,4,4,3,2,1,2,3,2,2,4,[W][R][R][W][W][Ta][W][Ta][Ta][R][W][Ta][R][W][R][R][R][Tr][W][W][W][W][Ta][Ta][W][Ta][R][R][Tr][Tr][W][Tr][Ta][R]
1948,12.0,8.0,4.0,10.0,34,random,2.5,2.0,0.0,2.3333333333333335,4,3,2,1,0,3,3,2,0,3,[Ta][R][Tr][Ta][W][Ta][W][R][W][R][Tr][R][W][W][Ta][W][W][R][R][R][Ta][R][R][Ta][Tr][Ta][Ta][W][W][W][R][W][Tr][W]
1949,12.0,8.0,4.0,10.0,34,random,2.0,2.0,0.0,2.0,4,2,1,2,0,2,2,2,0,2,[Tr][W][R][W][Tr][R][Ta][Ta][W][W][Ta][Tr][R][W][Ta][W][Ta][R][W][R][Ta][W][W][R][W][Ta][Ta][R][Tr][R][R][W][R][W]
1950,4.0,10.0,4.0,10.0,28,random,2.0,4.0,0.0,0.0,4,6,3,2,0,0,2,6,0,0,[Tr][W][R][R][Ta][Ta][Tr][W][R][Ta][W][Ta][R][Ta][Ta][Ta][Ta][Ta][Ta][R][W][R][R][Tr][R][Tr][R][R]
1951,4.0,10.0,4.0,10.0,28,random,2.0,2.0,2.0,2.0,4,2,2,2,1,1,2,2,2,2,[Ta][R][Tr][Ta][R][R][Tr][Tr][Ta][Ta][W][W][Tr][W][Ta][R][R][Ta][R][Ta][R][W][R][Ta][R][Ta][Ta][R]
1952,4.0,10.0,4.0,10.0,28,random,3.0,2.6666666666666665,0.0,0.0,4,4,2,3,0,0,4,4,0,0,[W][R][R][R][R][Ta][Ta][W][R][Tr][R][R][Ta][W][R][Ta][Ta][Ta][Ta][Tr][W][R][Tr][R][Ta][Ta][Tr][Ta]
1953,4.0,10.0,4.0,10.0,28,random,3.0,2.0,0.0,0.0,4,4,2,1,0,0,4,2,0,0,[W][R][Ta][W][Ta][Ta][W][Ta][Tr][R][R][Ta][R][Ta][Tr][R][Ta][R][W][R][R][R][R][Ta][Tr][Ta][Tr][Ta]
1954,4.0,10.0,4.0,10.0,28,random,2.5,3.5,3.0,0.0,4,5,2,2,1,0,3,5,3,0,[Ta][R][W][Ta][Ta][R][Ta][R][R][R][W][R][Ta][Ta][Ta][Ta][Ta][R][W][R][R][Tr][Tr][Tr][R][W][Ta][Tr]
1955,6.0,10.0,4.0,10.0,30,random,2.5,3.0,0.0,2.0,4,3,2,1,0,1,3,3,0,2,[Tr][W][R][Tr][W][W][Tr][R][R][R][Ta][R][R][Ta][Ta][Ta][W][Ta][Tr][Ta][W][Ta][R][Ta][R][Ta][R][W][Ta][R]
1956,6.0,10.0,4.0,10.0,30,random,2.0,2.3333333333333335,2.0,2.0,4,3,2,3,1,1,2,3,2,2,[R][R][Ta][R][W][R][Tr][W][W][Ta][Tr][R][W][R][Ta][W][Ta][Ta][Ta][R][R][W][R][Ta][Ta][Tr][Tr][R][Ta][Ta]
1957,6.0,10.0,4.0,10.0,30,random,2.0,3.0,0.0,2.0,4,3,1,1,0,1,2,3,0,2,[W][R][Ta][Ta][Ta][R][R][Ta][Tr][Ta][R][W][W][Ta][W][R][Ta][W][Ta][R][Ta][R][Ta][Tr][R][Tr][R][Tr][W][R]
1958,6.0,10.0,4.0,10.0,30,random,3.5,2.0,0.0,2.0,4,5,2,2,0,1,5,2,0,2,[Tr][R][W][W][Tr][R][R][R][R][R][Ta][W][Ta][W][Ta][Ta][R][Tr][Ta][W][Ta][R][R][W][Ta][R][Ta][Tr][Ta][Ta]
1959,6.0,10.0,4.0,10.0,30,random,2.0,2.0,0.0,2.0,4,2,3,1,0,1,2,2,0,2,[Ta][Tr][W][R][R][Ta][R][Ta][R][R][Ta][Tr][Ta][R][W][W][Ta][R][R][W][Ta][Ta][R][Tr][Ta][W][Tr][R][W][Ta]
1960,8.0,10.0,4.0,10.0,32,random,2.0,2.0,0.0,2.0,4,2,2,1,0,1,2,2,0,2,[R][Ta][W][Tr][W][Ta][R][Ta][Tr][Ta][Ta][R][Tr][R][Ta][W][R][R][Ta][R][R][Ta][Tr][W][Ta][W][W][R][W][Ta][W][R]
1961,8.0,10.0,4.0,10.0,32,random,2.5,2.0,0.0,3.0,4,3,2,3,0,1,3,2,0,3,[R][W][R][R][R][Ta][Tr][W][Tr][Ta][Ta][W][Ta][Ta][R][Tr][W][Ta][Ta][W][W][W][Ta][R][Ta][R][R][W][R][Tr][R][Ta]
1962,8.0,10.0,4.0,10.0,32,random,2.0,2.0,0.0,0.0,4,2,2,2,0,0,2,2,0,0,[W][R][W][Ta][Ta][R][W][R][Tr][R][Ta][W][R][R][W][Tr][Ta][Ta][Tr][Ta][R][R][W][Ta][W][R][Ta][Tr][Ta][R][W][Ta]
1963,8.0,10.0,4.0,10.0,32,random,2.5,2.0,2.0,2.5,4,3,2,2,1,2,3,2,2,3,[Ta][R][R][R][Ta][W][R][R][W][W][W][Ta][R][Tr][Tr][W][R][Ta][Ta][R][W][Ta][Ta][Tr][Ta][R][W][W][Ta][Tr][Ta][R]
1964,8.0,10.0,4.0,10.0,32,random,2.0,2.0,2.0,2.0,4,2,3,1,1,2,2,2,2,2,[Ta][Ta][W][W][Tr][R][W][Ta][W][Ta][R][R][Ta][R][Ta][R][R][Ta][R][R][W][W][Tr][Ta][Tr][Tr][Ta][W][R][Ta][W][R]
1965,10.0,10.0,4.0,10.0,34,random,2.0,2.5,0.0,2.0,4,3,2,2,0,2,2,3,0,2,[R][Ta][W][R][W][R][R][W][Tr][R][Ta][R][W][R][W][W][Ta][Tr][Ta][Tr][W][Tr][Ta][R][R][Ta][Ta][Ta][W][W][R][Ta][Ta][W]
1966,10.0,10.0,4.0,10.0,34,random,2.0,2.0,2.0,2.0,4,2,4,1,1,2,2,2,2,2,[Tr][W][R][W][W][Ta][R][R][Ta][Ta][R][Ta][W][Tr][Tr][R][R][Ta][W][Ta][R][R][W][Ta][Tr][W][Ta][W][Ta][W][W][Ta][R][R]
1967,10.0,10.0,4.0,10.0,34,random,4.0,2.5,0.0,2.0,4,4,1,2,0,3,4,3,0,2,[R][W][Ta][Tr][R][Tr][W][Ta][Ta][Tr][Ta][W][R][R][R][R][W][W][R][Ta][R][Ta][Tr][W][R][Ta][R][W][W][Ta][Ta][Ta][W][W]
1968,10.0,10.0,4.0,10.0,34,random,2.0,5.0,0.0,2.0,4,5,2,1,0,2,2,5,0,2,[R][W][R][W][Tr][Ta][Ta][Ta][Ta][Ta][W][Tr][W][R][Tr][W][R][Ta][R][Tr][W][R][R][Ta][W][W][Ta][R][R][Ta][R][W][W][Ta]
1969,10.0,10.0,4.0,10.0,34,random,2.0,4.0,0.0,0.0,4,4,3,1,0,0,2,4,0,0,[Ta][W][Ta][W][R][Ta][R][R][Tr][W][R][R][W][R][R][W][Tr][W][Ta][Tr][R][Ta][Ta][Ta][Ta][W][Ta][R][W][Ta][W][R][Tr][W]
1970,12.0,10.0,4.0,10.0,36,random,2.0,2.25,2.0,2.5,4,3,2,4,1,2,2,3,2,3,[Ta][Ta][W][R][W][R][R][Ta][Ta][R][Tr][W][Tr][Tr][W][R][R][Ta][Ta][R][Tr][R][W][W][W][R][W][R][W][W][Ta][W][Ta][Ta][Ta][W]
1971,12.0,10.0,4.0,10.0,36,random,2.5,2.0,0.0,2.5,4,3,2,2,0,2,3,2,0,3,[Tr][R][Ta][Ta][W][Ta][Ta][W][R][R][Ta][Tr][Ta][W][R][W][Ta][W][Tr][R][Ta][Tr][W][W][R][Ta][W][R][W][W][W][Ta][W][R][R][R]
1972,12.0,10.0,4.0,10.0,36,random,2.5,2.5,2.0,3.5,4,4,2,2,1,2,3,3,2,4,[R][R][Ta][R][W][Ta][R][Ta][W][Ta][Ta][W][Ta][Ta][Ta][Tr][Tr][Ta][R][W][Tr][W][W][W][R][W][Ta][W][W][W][W][R][Tr][R][R][R]
1973,12.0,10.0,4.0,10.0,36,random,2.3333333333333335,3.0,0.0,2.3333333333333335,4,3,3,2,0,3,3,3,0,3,[Tr][W][Tr][R][R][R][Tr][W][Ta][R][R][Ta][Ta][Ta][W][W][W][R][W][W][Ta][R][W][Ta][Ta][Ta][W][Ta][W][R][W][W][R][R][Ta][Tr]
1974,12.0,10.0,4.0,10.0,36,random,2.0,0.0,0.0,5.0,4,5,2,0,0,1,2,0,0,5,[R][Ta][R][W][Ta][Tr][W][R][Ta][W][R][Ta][W][W][W][W][W][Ta][R][R][W][Ta][W][Ta][W][Ta][R][Tr][R][Ta][Tr][W][R][R][Ta][Tr]
1975,4.0,12.0,4.0,10.0,30,random,2.0,2.3333333333333335,2.0,0.0,4,3,2,3,2,0,2,3,2,0,[W][Ta][R][R][Ta][Ta][R][Tr][Tr][Ta][W][Ta][R][Ta][R][Ta][Ta][R][Tr][Tr][R][R][Ta][R][W][Ta][Ta][Ta][W][R]
1976,4.0,12.0,4.0,10.0,30,random,3.5,2.6666666666666665,0.0,0.0,4,4,2,3,0,0,4,4,0,0,[Ta][Ta][Ta][Ta][R][R][R][W][Tr][Ta][Ta][R][W][Ta][R][W][Ta][R][R][R][R][Tr][Ta][W][Ta][R][Tr][Ta][Ta][Tr]
1977,4.0,12.0,4.0,10.0,30,random,2.0,3.0,2.0,0.0,4,3,3,2,1,0,2,3,2,0,[Ta][Ta][Ta][R][W][Ta][R][W][R][W][Ta][R][R][Ta][Tr][Ta][R][R][Tr][Tr][Ta][W][Tr][Ta][Ta][Ta][R][Ta][R][R]
1978,4.0,12.0,4.0,10.0,30,random,2.5,3.5,2.0,0.0,4,5,2,2,1,0,3,5,2,0,[Tr][R][Ta][W][Ta][R][Ta][W][R][Tr][Tr][W][R][Ta][Ta][Ta][Ta][Ta][R][Ta][W][Ta][Ta][Tr][R][R][Ta][R][R][R]
1979,4.0,12.0,4.0,10.0,30,random,3.0,2.6666666666666665,2.0,0.0,4,4,2,3,1,0,4,4,2,0,[Ta][W][R][Ta][R][Ta][Ta][R][R][Ta][R][R][R][R][W][Tr][W][Ta][Ta][R][Ta][Ta][Ta][Ta][W][Ta][Tr][R][Tr][Tr]
1980,6.0,12.0,4.0,10.0,32,random,3.5,2.0,2.0,3.0,4,4,2,4,1,1,4,2,2,3,[W][Ta][R][Tr][Tr][W][W][W][Ta][Tr][Ta][Ta][R][R][R][Ta][W][Ta][Ta][W][R][Ta][Ta][R][R][R][R][Ta][Ta][R][Tr][Ta]
1981,6.0,12.0,4.0,10.0,32,random,2.5,2.5,3.0,2.0,4,3,2,4,1,1,3,3,3,2,[R][Ta][Ta][Ta][R][Ta][W][Ta][Ta][Ta][Tr][Tr][Tr][R][R][Ta][Ta][R][Tr][Ta][W][Ta][Ta][W][R][W][W][R][W][R][R][R]
1982,6.0,12.0,4.0,10.0,32,random,2.0,2.0,0.0,0.0,4,2,1,4,0,0,2,2,0,0,[Ta][W][Tr][R][Ta][R][W][R][Tr][R][R][W][R][Ta][Ta][W][Ta][Ta][Tr][W][R][Ta][Ta][R][Ta][Ta][R][Ta][Tr][R][Ta][W]
1983,6.0,12.0,4.0,10.0,32,random,2.0,3.0,0.0,2.0,4,4,1,2,0,1,2,4,0,2,[R][Ta][W][W][R][Tr][Ta][Tr][Ta][Ta][R][R][W][Tr][R][Tr][R][Ta][R][W][R][Ta][R][Ta][Ta][Ta][Ta][W][Ta][R][W][Ta]
1984,6.0,12.0,4.0,10.0,32,random,2.6666666666666665,3.3333333333333335,0.0,2.0,4,4,3,3,0,1,3,4,0,2,[R][Ta][Ta][Ta][Ta][Tr][W][Tr][Ta][Ta][Ta][W][Ta][Tr][Ta][W][W][R][R][Tr][R][R][R][Ta][Ta][Ta][W][R][W][R][R][R]
1985,8.0,12.0,4.0,10.0,34,random,2.0,2.0,0.0,2.0,4,2,3,3,0,1,2,2,0,2,[W][R][W][R][R][Tr][W][Ta][Ta][W][W][R][Ta][W][R][R][Ta][Ta][R][R][Ta][Tr][Ta][Ta][Tr][Ta][R][W][Ta][Tr][R][Ta][W][Ta]
1986,8.0,12.0,4.0,10.0,34,random,2.0,2.0,2.0,2.0,4,2,2,1,1,1,2,2,2,2,[Ta][W][Ta][W][Ta][Tr][W][R][Ta][Ta][R][R][Ta][W][Ta][R][Ta][R][W][R][R][Ta][R][Tr][Tr][W][Ta][W][W][Ta][R][Tr][Ta][R]
1987,8.0,12.0,4.0,10.0,34,random,2.0,2.25,0.0,0.0,4,3,2,4,0,0,2,3,0,0,[W][Ta][Ta][Ta][W][R][Ta][W][Ta][W][Tr][W][R][Tr][W][Tr][W][R][Ta][Tr][R][R][Ta][Ta][R][W][R][Ta][Ta][R][R][Ta][Ta][R]
1988,8.0,12.0,4.0,10.0,34,random,3.0,2.0,0.0,3.0,4,4,2,5,0,1,4,2,0,3,[W][Ta][Ta][R][W][Ta][Ta][Tr][Ta][Ta][R][R][Ta][Ta][Tr][R][Ta][Ta][W][R][R][R][R][W][R][Ta][Tr][W][Ta][W][W][W][R][Tr]
1989,8.0,12.0,4.0,10.0,34,random,2.0,2.3333333333333335,0.0,2.0,4,3,3,3,0,1,2,3,0,2,[R][R][Ta][R][Ta][Ta][Ta][R][R][Tr][R][Ta][Tr][W][Ta][Ta][W][Ta][W][R][R][W][Tr][Ta][Ta][W][W][R][Tr][W][Ta][W][Ta][R]
1990,10.0,12.0,4.0,10.0,36,random,2.3333333333333335,2.5,0.0,0.0,4,3,3,2,0,0,3,3,0,0,[Tr][R][R][W][Ta][W][Ta][W][R][Tr][Ta][R][W][Ta][W][Tr][W][Ta][W][Ta][Tr][R][R][R][Ta][Ta][Ta][W][R][Ta][Ta][W][R][R][W][Ta]
1991,10.0,12.0,4.0,10.0,36,random,2.6666666666666665,3.5,2.0,2.0,4,5,3,2,1,1,4,5,2,2,[R][R][Ta][W][Tr][Tr][Ta][W][Ta][R][W][W][R][R][R][R][W][Ta][W][Ta][W][Tr][W][Ta][Ta][Ta][Ta][Ta][W][R][R][W][Ta][Ta][Tr][R]
1992,10.0,12.0,4.0,10.0,36,random,2.0,2.6666666666666665,0.0,2.0,4,4,1,3,0,3,2,4,0,2,[W][W][R][Ta][R][Ta][R][Ta][Ta][Tr][W][R][W][R][Tr][R][Ta][Ta][W][Ta][R][Tr][Ta][Ta][Ta][Ta][W][R][R][W][W][R][Tr][Ta][W][W]
1993,10.0,12.0,4.0,10.0,36,random,2.0,2.0,0.0,2.0,4,2,1,4,0,1,2,2,0,2,[W][Ta][Ta][W][W][R][R][Ta][Ta][R][W][Tr][W][Tr][R][Ta][Ta][W][Ta][R][W][Tr][R][W][Ta][R][W][R][Ta][R][Ta][R][Tr][Ta][Ta][W]
1994,10.0,12.0,4.0,10.0,36,random,3.0,2.0,2.0,2.5,4,3,2,2,1,2,3,2,2,3,[Ta][R][Ta][W][W][W][Tr][Ta][W][Ta][R][W][W][R][R][R][Ta][Tr][Tr][Ta][Ta][R][R][R][Ta][W][R][W][Tr][Ta][W][Ta][W][R][Ta][Ta]
1995,12.0,12.0,4.0,10.0,38,random,2.3333333333333335,2.5,3.0,4.0,4,4,3,2,1,1,3,3,3,4,[Ta][W][Ta][W][Ta][R][W][Ta][Ta][W][Ta][W][R][R][Ta][R][R][R][Ta][R][R][W][Ta][R][Tr][Tr][Tr][W][W][W][W][Ta][Ta][Ta][R][W][Tr][W]
1996,12.0,12.0,4.0,10.0,38,random,4.0,3.5,2.0,3.5,4,5,1,2,1,2,4,5,2,5,[Ta][Ta][Tr][Tr][R][Ta][W][W][W][W][W][R][Ta][Tr][W][W][Ta][W][R][Ta][W][Tr][Ta][Ta][Ta][Ta][Ta][W][R][Ta][R][R][R][R][W][R][W][R]
1997,12.0,12.0,4.0,10.0,38,random,2.0,2.5,0.0,2.3333333333333335,4,3,2,2,0,3,2,3,0,3,[R][R][Ta][Ta][Ta][W][W][W][R][W][Ta][R][R][Ta][Ta][W][Ta][R][Ta][W][W][Ta][W][W][R][Ta][R][W][Tr][W][Tr][R][W][Ta][Tr][R][Ta][Tr]
1998,12.0,12.0,4.0,10.0,38,random,3.0,3.0,0.0,2.5,4,4,1,2,0,2,3,4,0,3,[W][R][W][R][Tr][Ta][W][W][R][Ta][W][Ta][Ta][W][R][Ta][Tr][W][Ta][Tr][R][Tr][R][Ta][W][W][W][R][R][R][W][R][Ta][Ta][Ta][Ta][W][Ta]
1999,12.0,12.0,4.0,10.0,38,random,3.0,4.0,0.0,2.0,4,4,2,1,0,2,4,4,0,2,[Ta][Tr][R][R][W][W][R][R][R][R][Ta][W][R][Ta][W][Ta][Tr][R][W][Ta][Ta][Ta][Ta][W][Ta][W][Ta][W][Tr][W][Ta][R][W][W][R][W][Tr][Ta]
2000,4.0,4.0,6.0,10.0,24,random,3.0,0.0,2.0,3.0,4,3,2,0,1,1,3,0,2,3,[W][W][W][Tr][Tr][R][R][R][Tr][R][Ta][Tr][R][Ta][R][R][R][Tr][R][Tr][R][Ta][W][Ta]
2001,4.0,4.0,6.0,10.0,24,random,2.5,2.0,2.0,0.0,4,3,2,1,1,0,3,2,2,0,[R][Tr][R][R][R][Tr][Tr][R][R][Ta][Ta][R][W][Ta][R][W][R][Tr][R][W][Tr][Ta][W][Tr]
2002,4.0,4.0,6.0,10.0,24,random,2.0,0.0,2.0,3.0,4,3,3,0,3,1,2,0,2,3,[Ta][R][R][W][W][W][Tr][Tr][Ta][R][R][Ta][R][Tr][Tr][R][Tr][Tr][R][W][R][R][Ta][R]
2003,4.0,4.0,6.0,10.0,24,random,3.5,0.0,2.0,0.0,4,5,2,0,2,0,5,0,2,0,[R][R][R][R][R][Tr][Tr][W][Tr][R][Ta][R][Tr][Tr][W][Ta][W][Ta][R][Tr][W][Ta][R][R]
2004,4.0,4.0,6.0,10.0,24,random,2.6666666666666665,2.0,0.0,2.0,4,3,3,1,0,1,3,2,0,2,[R][R][Tr][Ta][Ta][Tr][R][R][R][Tr][Ta][W][Tr][W][R][Tr][Ta][R][W][W][Tr][R][R][R]
2005,6.0,4.0,6.0,10.0,26,random,2.5,2.0,0.0,2.0,4,3,2,1,0,1,3,2,0,2,[W][W][R][R][R][Ta][Tr][R][W][Tr][Ta][R][Tr][W][Tr][R][W][R][W][Tr][R][Ta][Ta][Tr][R][R]
2006,6.0,4.0,6.0,10.0,26,random,2.5,2.0,2.0,2.0,4,3,2,1,1,1,3,2,2,2,[R][R][Ta][Ta][R][W][R][R][R][W][W][Tr][W][Ta][Tr][R][Tr][Tr][Ta][R][W][R][Tr][R][Tr][W]
2007,6.0,4.0,6.0,10.0,26,random,2.0,0.0,2.0,2.0,4,2,3,0,2,2,2,0,2,2,[Ta][R][R][Tr][W][R][Tr][Tr][R][Ta][R][R][W][Ta][R][W][W][Tr][Tr][Ta][R][W][W][R][R][Tr]
2008,6.0,4.0,6.0,10.0,26,random,2.0,0.0,2.0,0.0,4,2,2,0,1,0,2,0,2,0,[W][R][Tr][Tr][W][Ta][R][Tr][Ta][Tr][W][R][W][R][Ta][R][R][Ta][R][W][R][R][Tr][W][R][Tr]
2009,6.0,4.0,6.0,10.0,26,random,2.5,0.0,2.0,2.0,4,3,2,0,1,2,3,0,2,2,[R][Ta][W][Tr][Ta][W][R][Tr][R][Ta][R][Tr][R][R][R][Tr][Ta][W][W][R][R][W][W][Tr][Tr][R]
